expname blocknr subjectnr cond item pagenr code code2 ffdur ffqual ffbck ffin ffout rpdur rpqual rpcnt rpsacc rpout tgdur tgqual tgcnt tgsacc tgout gdur gqual gcnt gsacc gbck gout totfixdur totfixcnt NumFixQualNot0 totfixQual0dur totfixQual0cnt
eye 11 9 GEEN_MATCH_MATCH 009 22 9 0 314 0 1 20 16 1276 0 5 90 16 314 0 1 0 16 314 0 1 0 1 16 314 1 0 314 1
eye 11 9 EEN_MATCH_MIS 019 23 1 0 258 0 0 0 18 474 0 2 18 20 474 0 2 18 20 474 0 2 18 2 20 592 3 0 592 3
eye 11 9 EEN_MATCH_MIS 019 23 2 0 280 0 2 20 20 280 0 1 0 20 280 0 1 0 20 280 0 1 0 2 20 280 1 0 280 1
eye 11 9 EEN_MATCH_MIS 019 23 3 0 212 0 0 20 20 1246 0 5 82 38 1246 0 5 82 24 1246 0 5 82 2 38 1164 5 0 1164 5
eye 11 9 EEN_MATCH_MIS 019 23 5 0 336 0 0 38 22 1446 0 6 102 22 1270 0 5 62 22 512 0 2 22 1 22 1208 5 0 1208 5
eye 11 9 EEN_MATCH_MIS 019 23 6 0 200 0 2 22 20 200 0 1 0 20 200 0 1 0 20 200 0 1 0 2 20 200 1 0 200 1
eye 11 9 EEN_MATCH_MIS 019 23 8 0 504 0 0 20 18 988 0 3 42 20 988 0 3 42 20 988 0 3 42 2 20 1172 4 0 1172 4
eye 11 9 EEN_MATCH_MIS 019 23 9 0 142 0 1 20 20 606 0 3 46 0 334 0 2 0 20 142 0 1 0 1 20 334 2 0 334 2
eye 11 9 EEN_MATCH_MIS 027 24 1 0 476 0 2 0 22 476 0 1 0 22 476 0 1 0 22 476 0 1 0 2 22 712 2 0 712 2
eye 11 9 EEN_MATCH_MIS 027 24 2 0 138 2 2 22 156 138 6 1 0 156 138 6 1 0 156 138 6 1 0 2 156 138 1 1 0 0
eye 11 9 EEN_MATCH_MIS 027 24 3 0 290 1 0 156 20 1052 1 3 46 22 1052 1 3 46 20 1052 1 3 46 2 22 1380 5 1 1090 4
eye 11 9 EEN_MATCH_MIS 027 24 5 0 276 0 0 22 50 786 0 3 68 18 786 0 3 68 18 786 0 3 68 2 18 1204 6 0 1204 6
eye 11 9 EEN_MATCH_MIS 027 24 6 0 552 0 1 18 22 2116 0 6 102 16 1598 0 4 18 16 552 0 1 0 1 22 1580 4 0 1580 4
eye 11 9 EEN_MATCH_MIS 027 24 8 0 264 0 0 16 20 490 0 2 20 22 490 0 2 20 22 490 0 2 20 2 22 470 2 0 470 2
eye 11 9 EEN_MATCH_MIS 027 24 9 0 106 0 1 22 46 900 0 5 132 46 106 0 1 0 46 106 0 1 0 1 46 106 1 0 106 1
eye 11 9 GEEN_MIS_MATCH 014 25 1 0 420 0 2 0 20 420 0 1 0 20 420 0 1 0 20 420 0 1 0 2 20 798 3 0 798 3
eye 11 9 GEEN_MIS_MATCH 014 25 2 0 174 0 2 20 16 174 0 1 0 16 174 0 1 0 16 174 0 1 0 2 16 174 1 0 174 1
eye 11 9 GEEN_MIS_MATCH 014 25 3 0 206 0 0 16 20 876 0 4 56 24 876 0 4 56 24 876 0 4 56 2 24 820 4 0 820 4
eye 11 9 GEEN_MIS_MATCH 014 25 4 0 262 0 0 24 24 720 0 3 42 64 720 0 3 42 64 720 0 3 42 2 64 678 3 0 678 3
eye 11 9 GEEN_MIS_MATCH 014 25 5 0 406 0 0 64 24 1212 0 3 44 20 1212 0 3 44 20 1212 0 3 44 2 20 1168 3 0 1168 3
eye 11 9 GEEN_MIS_MATCH 014 25 6 0 208 0 2 20 16 208 0 1 0 16 208 0 1 0 16 208 0 1 0 2 16 456 2 0 456 2
eye 11 9 GEEN_MIS_MATCH 014 25 8 0 156 0 0 16 18 1894 0 8 160 54 1162 0 5 54 54 286 0 2 18 1 24 1108 5 0 1108 5
eye 11 9 GEEN_MIS_MATCH 014 25 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 9 GEEN_MATCH_MIS 023 26 1 0 242 0 0 0 18 432 0 2 18 22 432 0 2 18 22 432 0 2 18 2 22 576 3 0 576 3
eye 11 9 GEEN_MATCH_MIS 023 26 2 0 372 0 2 22 20 372 0 1 0 20 372 0 1 0 20 372 0 1 0 2 20 372 1 0 372 1
eye 11 9 GEEN_MATCH_MIS 023 26 3 0 156 0 0 20 16 552 0 2 16 22 552 0 2 16 22 552 0 2 16 2 22 536 2 0 536 2
eye 11 9 GEEN_MATCH_MIS 023 26 5 0 222 0 0 22 44 524 0 2 44 22 524 0 2 44 22 524 0 2 44 2 22 480 2 0 480 2
eye 11 9 GEEN_MATCH_MIS 023 26 6 0 206 0 2 22 18 206 0 1 0 18 206 0 1 0 18 206 0 1 0 2 18 756 4 0 756 4
eye 11 9 GEEN_MATCH_MIS 023 26 8 0 178 0 1 18 18 1320 0 6 94 16 698 0 3 22 16 178 0 1 0 1 18 676 3 0 676 3
eye 11 9 GEEN_MATCH_MIS 023 26 9 0 236 0 1 16 48 446 0 2 48 48 236 0 1 0 48 236 0 1 0 1 48 236 1 0 236 1
eye 11 9 GEEN_MIS_MATCH 030 27 1 0 262 0 0 0 14 664 0 3 28 20 664 0 3 28 20 664 0 3 28 2 20 636 3 0 636 3
eye 11 9 GEEN_MIS_MATCH 030 27 2 0 224 0 2 20 20 224 0 1 0 20 224 0 1 0 20 224 0 1 0 2 20 224 1 0 224 1
eye 11 9 GEEN_MIS_MATCH 030 27 3 0 166 0 0 20 16 624 0 3 34 24 624 0 3 34 24 624 0 3 34 2 24 590 3 0 590 3
eye 11 9 GEEN_MIS_MATCH 030 27 4 0 218 0 0 24 10 370 0 2 10 58 370 0 2 10 58 370 0 2 10 2 58 360 2 0 360 2
eye 11 9 GEEN_MIS_MATCH 030 27 5 0 176 0 0 58 18 558 0 3 38 20 558 0 3 38 20 558 0 3 38 2 20 520 3 0 520 3
eye 11 9 GEEN_MIS_MATCH 030 27 6 0 236 0 2 20 20 236 0 1 0 20 236 0 1 0 20 236 0 1 0 2 20 236 1 0 236 1
eye 11 9 GEEN_MIS_MATCH 030 27 8 0 194 0 0 20 20 610 0 3 36 22 610 0 3 36 22 610 0 3 36 2 22 574 3 0 574 3
eye 11 9 GEEN_MIS_MATCH 030 27 9 0 328 0 0 22 0 328 0 1 0 0 328 0 1 0 0 328 0 1 0 2 0 328 1 0 328 1
eye 11 9 EEN_MIS_MATCH 018 28 1 0 416 0 2 0 20 416 0 1 0 20 416 0 1 0 20 416 0 1 0 2 20 416 1 0 416 1
eye 11 9 EEN_MIS_MATCH 018 28 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 9 EEN_MIS_MATCH 018 28 3 0 204 0 0 20 22 1602 2 6 250 18 1602 2 6 250 18 1602 2 6 250 2 18 1506 7 2 1242 5
eye 11 9 EEN_MIS_MATCH 018 28 4 0 206 0 0 18 16 966 0 5 84 58 764 0 4 36 58 372 0 2 16 1 22 728 4 0 728 4
eye 11 9 EEN_MIS_MATCH 018 28 5 0 228 0 0 58 22 880 0 3 42 28 880 0 3 42 20 880 0 3 42 2 28 838 3 0 838 3
eye 11 9 EEN_MIS_MATCH 018 28 6 0 264 0 0 28 18 564 0 2 18 20 564 0 2 18 20 564 0 2 18 2 20 546 2 0 546 2
eye 11 9 EEN_MIS_MATCH 018 28 8 0 246 0 0 20 20 740 0 4 60 16 740 0 4 60 16 740 0 4 60 2 16 680 4 0 680 4
eye 11 9 EEN_MIS_MATCH 018 28 9 0 186 0 0 16 18 754 0 4 58 0 754 0 4 58 0 754 0 4 58 2 0 696 4 0 696 4
eye 11 9 GEEN_MATCH_MIS 015 29 1 0 392 0 2 0 22 392 0 1 0 22 392 0 1 0 22 392 0 1 0 2 22 482 2 0 482 2
eye 11 9 GEEN_MATCH_MIS 015 29 2 0 156 0 1 22 12 258 0 2 12 12 156 0 1 0 12 156 0 1 0 1 12 156 1 0 156 1
eye 11 9 GEEN_MATCH_MIS 015 29 3 0 298 0 0 20 18 514 0 2 18 16 514 0 2 18 16 514 0 2 18 2 16 496 2 0 496 2
eye 11 9 GEEN_MATCH_MIS 015 29 5 0 196 0 0 16 42 842 0 3 60 18 842 0 3 60 18 842 0 3 60 2 18 782 3 0 782 3
eye 11 9 GEEN_MATCH_MIS 015 29 6 0 316 0 2 18 20 316 0 1 0 20 316 0 1 0 20 316 0 1 0 2 20 316 1 0 316 1
eye 11 9 GEEN_MATCH_MIS 015 29 8 0 178 0 0 20 16 394 0 2 16 24 394 0 2 16 24 394 0 2 16 2 24 566 3 0 566 3
eye 11 9 GEEN_MATCH_MIS 015 29 9 0 200 0 1 24 16 922 0 4 62 0 690 0 3 18 16 200 0 1 0 1 16 672 3 0 672 3
eye 11 9 EEN_MIS_MATCH 026 30 1 0 248 0 0 0 20 500 0 2 20 22 500 0 2 20 22 500 0 2 20 2 22 646 3 0 646 3
eye 11 9 EEN_MIS_MATCH 026 30 2 0 298 0 1 22 22 732 0 3 46 22 520 0 2 0 22 298 0 1 0 1 22 520 2 0 520 2
eye 11 9 EEN_MIS_MATCH 026 30 3 0 208 0 0 22 18 494 0 3 32 22 494 0 3 32 22 494 0 3 32 2 22 462 3 0 462 3
eye 11 9 EEN_MIS_MATCH 026 30 4 0 180 0 0 22 16 346 6 2 16 170 346 6 2 16 170 346 6 2 16 2 170 330 2 1 180 1
eye 11 9 EEN_MIS_MATCH 026 30 5 0 196 1 0 170 64 1762 1 6 228 16 1762 1 6 228 16 1762 1 6 228 2 16 1534 6 1 1338 5
eye 11 9 EEN_MIS_MATCH 026 30 6 0 280 0 2 16 16 280 0 1 0 16 280 0 1 0 16 280 0 1 0 2 16 406 2 0 406 2
eye 11 9 EEN_MIS_MATCH 026 30 8 0 216 0 0 16 16 566 0 3 34 24 566 0 3 34 24 566 0 3 34 2 24 532 3 0 532 3
eye 11 9 EEN_MIS_MATCH 026 30 9 0 192 0 0 24 22 776 0 4 96 54 596 0 3 42 54 596 0 3 42 1 54 554 3 0 554 3
eye 11 9 GEEN_MATCH_MIS 031 31 1 0 246 0 0 0 16 682 0 3 34 20 682 0 3 34 20 682 0 3 34 2 20 648 3 0 648 3
eye 11 9 GEEN_MATCH_MIS 031 31 2 0 226 0 2 20 18 226 0 1 0 18 226 0 1 0 18 226 0 1 0 2 18 226 1 0 226 1
eye 11 9 GEEN_MATCH_MIS 031 31 3 0 182 0 0 18 18 658 0 3 36 22 658 0 3 36 22 658 0 3 36 2 22 622 3 0 622 3
eye 11 9 GEEN_MATCH_MIS 031 31 4 0 182 2 0 22 112 452 2 2 112 14 452 2 2 112 14 452 2 2 112 2 14 340 2 2 0 0
eye 11 9 GEEN_MATCH_MIS 031 31 5 0 162 0 0 14 64 846 0 3 86 22 846 0 3 86 22 846 0 3 86 2 22 760 3 0 760 3
eye 11 9 GEEN_MATCH_MIS 031 31 6 0 216 0 2 22 18 216 0 1 0 18 216 0 1 0 18 216 0 1 0 2 18 216 1 0 216 1
eye 11 9 GEEN_MATCH_MIS 031 31 8 0 292 0 0 18 20 510 0 2 20 24 510 0 2 20 24 510 0 2 20 2 24 490 2 0 490 2
eye 11 9 GEEN_MATCH_MIS 031 31 9 0 310 0 0 24 20 928 0 4 64 0 928 0 4 64 0 928 0 4 64 2 0 864 4 0 864 4
eye 11 17 EEN_MATCH_MIS 003 1 1 0 350 0 0 0 16 504 0 2 16 22 504 0 2 16 22 504 0 2 16 2 22 802 4 0 802 4
eye 11 17 EEN_MATCH_MIS 003 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 17 EEN_MATCH_MIS 003 1 3 0 270 0 0 22 20 698 0 3 38 20 698 0 3 38 20 698 0 3 38 2 20 1094 5 0 1094 5
eye 11 17 EEN_MATCH_MIS 003 1 4 0 230 0 0 20 22 1238 0 5 132 36 1238 0 5 132 36 1238 0 5 132 2 36 1934 9 0 1934 9
eye 11 17 EEN_MATCH_MIS 003 1 5 0 256 0 0 36 10 1268 0 4 44 22 1268 0 4 44 22 1268 0 4 44 2 22 1410 5 0 1410 5
eye 11 17 EEN_MATCH_MIS 003 1 6 0 356 0 0 22 54 590 0 2 54 20 590 0 2 54 20 590 0 2 54 2 20 536 2 0 536 2
eye 11 17 EEN_MATCH_MIS 003 1 8 0 236 0 0 20 16 638 0 3 32 24 638 0 3 32 24 638 0 3 32 2 24 950 5 0 950 5
eye 11 17 EEN_MATCH_MIS 003 1 9 0 74 0 1 24 22 2920 0 14 346 70 488 0 3 20 22 74 0 1 0 1 22 468 3 0 468 3
eye 11 17 GEEN_MATCH_MATCH 009 2 1 0 262 0 0 0 16 542 2 2 16 18 542 2 2 16 18 542 2 2 16 2 18 1682 7 1 1386 6
eye 11 17 GEEN_MATCH_MATCH 009 2 2 0 208 0 2 18 20 208 0 1 0 20 208 0 1 0 20 208 0 1 0 2 20 868 4 0 868 4
eye 11 17 GEEN_MATCH_MATCH 009 2 3 0 200 0 0 20 20 464 0 2 20 24 464 0 2 20 24 464 0 2 20 2 24 1044 4 0 1044 4
eye 11 17 GEEN_MATCH_MATCH 009 2 4 0 278 0 0 24 24 780 0 3 46 92 780 0 3 46 92 780 0 3 46 2 92 2680 8 0 2680 8
eye 11 17 GEEN_MATCH_MATCH 009 2 5 0 182 0 0 92 14 6662 2 23 546 22 2180 2 9 130 22 1308 2 5 76 1 22 2636 11 1 2240 10
eye 11 17 GEEN_MATCH_MATCH 009 2 6 0 292 0 1 22 22 770 0 3 50 24 530 0 2 0 24 292 0 1 0 1 22 530 2 0 530 2
eye 11 17 GEEN_MATCH_MATCH 009 2 8 0 176 0 0 24 20 584 0 2 20 24 584 0 2 20 24 584 0 2 20 2 24 866 3 0 866 3
eye 11 17 GEEN_MATCH_MATCH 009 2 9 0 186 0 1 24 30 1412 2 4 232 30 186 0 1 0 30 186 0 1 0 1 30 186 1 0 186 1
eye 11 17 EEN_MATCH_MIS 019 3 1 0 266 0 0 0 16 494 0 2 16 18 494 0 2 16 18 494 0 2 16 2 18 1278 6 0 1278 6
eye 11 17 EEN_MATCH_MIS 019 3 2 0 226 0 2 18 18 226 0 1 0 18 226 0 1 0 18 226 0 1 0 2 18 1312 3 0 1312 3
eye 11 17 EEN_MATCH_MIS 019 3 3 0 152 0 0 18 18 486 0 3 32 48 486 0 3 32 48 486 0 3 32 2 48 2038 8 0 2038 8
eye 11 17 EEN_MATCH_MIS 019 3 5 0 268 0 0 48 26 722 0 3 44 28 722 0 3 44 28 722 0 3 44 2 28 1970 10 0 1970 10
eye 11 17 EEN_MATCH_MIS 019 3 6 0 224 0 0 28 16 438 0 2 16 20 438 0 2 16 20 438 0 2 16 2 20 1060 6 0 1060 6
eye 11 17 EEN_MATCH_MIS 019 3 8 0 194 0 0 20 22 8980 0 33 908 42 2854 0 11 182 74 910 0 4 64 1 74 2672 11 0 2672 11
eye 11 17 EEN_MATCH_MIS 019 3 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 17 GEEN_MATCH_MIS 031 4 1 0 392 0 0 0 16 562 0 2 16 22 562 0 2 16 22 562 0 2 16 2 22 1234 6 0 1234 6
eye 11 17 GEEN_MATCH_MIS 031 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 634 3 0 634 3
eye 11 17 GEEN_MATCH_MIS 031 4 3 0 264 0 0 22 16 650 0 3 38 34 650 0 3 38 34 650 0 3 38 2 34 1176 6 0 1176 6
eye 11 17 GEEN_MATCH_MIS 031 4 4 0 270 0 0 34 16 504 0 2 16 22 504 0 2 16 22 504 0 2 16 2 22 958 4 0 958 4
eye 11 17 GEEN_MATCH_MIS 031 4 5 0 246 0 0 22 74 922 0 3 96 22 922 0 3 96 22 922 0 3 96 2 22 1302 5 0 1302 5
eye 11 17 GEEN_MATCH_MIS 031 4 6 0 296 0 0 22 14 460 0 2 14 18 460 0 2 14 18 460 0 2 14 2 18 620 3 0 620 3
eye 11 17 GEEN_MATCH_MIS 031 4 8 0 208 0 0 18 20 476 0 2 20 16 476 0 2 20 16 476 0 2 20 2 16 946 4 0 946 4
eye 11 17 GEEN_MATCH_MIS 031 4 9 0 42 0 0 16 16 5434 0 23 810 134 1216 0 6 88 86 710 0 4 58 1 86 1128 6 0 1128 6
eye 11 17 EEN_MATCH_MIS 011 5 1 0 292 0 0 0 20 482 0 2 20 20 482 0 2 20 20 482 0 2 20 2 20 904 4 0 904 4
eye 11 17 EEN_MATCH_MIS 011 5 2 0 198 0 2 20 18 198 0 1 0 18 198 0 1 0 18 198 0 1 0 2 18 590 3 0 590 3
eye 11 17 EEN_MATCH_MIS 011 5 3 0 266 0 0 18 20 458 0 2 20 18 458 0 2 20 18 458 0 2 20 2 18 1014 5 0 1014 5
eye 11 17 EEN_MATCH_MIS 011 5 5 0 430 0 0 18 54 1220 0 3 70 18 1220 0 3 70 18 1220 0 3 70 2 18 1630 5 0 1630 5
eye 11 17 EEN_MATCH_MIS 011 5 6 0 212 0 0 18 18 374 0 2 18 20 374 0 2 18 20 374 0 2 18 2 20 794 4 0 794 4
eye 11 17 EEN_MATCH_MIS 011 5 8 0 208 0 0 20 20 418 0 2 20 30 418 0 2 20 30 418 0 2 20 2 30 1106 4 0 1106 4
eye 11 17 EEN_MATCH_MIS 011 5 9 0 184 0 0 30 12 4480 2 18 574 56 986 2 5 116 64 286 2 2 12 1 64 870 5 2 540 3
eye 11 17 GEEN_MATCH_MIS 015 6 1 0 570 0 2 0 24 570 0 1 0 24 570 0 1 0 24 570 0 1 0 2 24 1926 6 0 1926 6
eye 11 17 GEEN_MATCH_MIS 015 6 2 0 278 0 2 24 14 278 2 1 0 14 278 2 1 0 14 278 2 1 0 2 14 1378 4 2 600 2
eye 11 17 GEEN_MATCH_MIS 015 6 3 0 202 0 0 14 16 696 2 3 32 14 696 2 3 32 14 696 2 3 32 2 14 1146 6 1 928 5
eye 11 17 GEEN_MATCH_MIS 015 6 5 0 348 0 0 14 68 992 0 3 88 18 992 0 3 88 18 992 0 3 88 2 18 1520 6 0 1520 6
eye 11 17 GEEN_MATCH_MIS 015 6 6 0 212 0 0 18 18 448 0 2 18 18 448 0 2 18 18 448 0 2 18 2 18 696 3 0 696 3
eye 11 17 GEEN_MATCH_MIS 015 6 8 0 268 0 0 18 20 466 0 2 20 18 466 0 2 20 18 466 0 2 20 2 18 994 5 0 994 5
eye 11 17 GEEN_MATCH_MIS 015 6 9 0 124 0 0 18 22 5958 2 23 768 0 860 2 5 38 68 408 2 3 38 1 68 822 5 1 532 4
eye 11 17 GEEN_MIS_MIS 016 7 1 0 426 0 0 0 56 700 2 2 56 20 700 2 2 56 20 700 2 2 56 2 20 1936 6 1 1734 5
eye 11 17 GEEN_MIS_MIS 016 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 420 1 0 420 1
eye 11 17 GEEN_MIS_MIS 016 7 3 0 252 0 0 20 18 756 2 3 38 16 756 2 3 38 16 756 2 3 38 2 16 1500 6 1 1222 5
eye 11 17 GEEN_MIS_MIS 016 7 4 0 270 0 0 16 18 488 0 2 18 62 488 0 2 18 62 488 0 2 18 2 62 894 4 0 894 4
eye 11 17 GEEN_MIS_MIS 016 7 5 0 358 0 0 62 12 546 0 2 12 18 546 0 2 12 18 546 0 2 12 2 18 912 4 0 912 4
eye 11 17 GEEN_MIS_MIS 016 7 6 0 240 0 0 18 74 626 0 2 74 20 626 0 2 74 20 626 0 2 74 2 20 950 4 0 950 4
eye 11 17 GEEN_MIS_MIS 016 7 8 0 198 0 0 20 28 970 0 3 48 14 970 0 3 48 14 970 0 3 48 2 14 1488 6 0 1488 6
eye 11 17 GEEN_MIS_MIS 016 7 9 0 66 0 1 14 64 5000 2 18 674 64 66 0 1 0 64 66 0 1 0 1 64 66 1 0 66 1
eye 11 17 EEN_MIS_MATCH 018 8 1 0 146 2 0 0 108 510 2 2 108 22 510 2 2 108 22 510 2 2 108 2 22 638 3 2 236 1
eye 11 17 EEN_MIS_MATCH 018 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 138 1 0 138 1
eye 11 17 EEN_MIS_MATCH 018 8 3 0 274 0 0 22 12 1140 0 4 50 22 1140 0 4 50 22 1140 0 4 50 2 22 1694 6 0 1694 6
eye 11 17 EEN_MIS_MATCH 018 8 4 0 258 0 0 22 16 578 0 3 36 72 578 0 3 36 72 578 0 3 36 2 72 1118 4 0 1118 4
eye 11 17 EEN_MIS_MATCH 018 8 5 0 30 2 0 72 82 704 2 3 104 18 704 2 3 104 18 704 2 3 104 2 18 930 5 2 628 3
eye 11 17 EEN_MIS_MATCH 018 8 6 0 252 0 0 18 16 720 0 3 34 32 720 0 3 34 18 720 0 3 34 2 32 872 4 0 872 4
eye 11 17 EEN_MIS_MATCH 018 8 8 0 296 0 0 32 22 558 0 2 22 22 558 0 2 22 22 558 0 2 22 2 22 742 3 0 742 3
eye 11 17 EEN_MIS_MATCH 018 8 9 0 402 0 0 22 20 3570 0 13 384 78 966 0 4 56 78 966 0 4 56 1 78 910 4 0 910 4
eye 11 17 GEEN_MATCH_MIS 023 9 1 0 112 0 0 0 72 442 0 2 72 20 442 0 2 72 20 442 0 2 72 2 20 1200 5 0 1200 5
eye 11 17 GEEN_MATCH_MIS 023 9 2 0 206 0 0 20 16 510 0 2 16 20 510 0 2 16 20 510 0 2 16 2 20 1448 5 0 1448 5
eye 11 17 GEEN_MATCH_MIS 023 9 3 0 168 0 1 20 20 834 0 4 58 20 508 0 3 20 20 168 0 1 0 1 20 1076 6 0 1076 6
eye 11 17 GEEN_MATCH_MIS 023 9 5 0 304 0 1 20 70 1538 2 5 180 28 1272 2 4 36 28 304 2 1 0 1 70 2472 11 4 1928 7
eye 11 17 GEEN_MATCH_MIS 023 9 6 0 232 0 2 28 22 232 0 1 0 22 232 0 1 0 22 232 0 1 0 2 22 1018 3 0 1018 3
eye 11 17 GEEN_MATCH_MIS 023 9 8 0 370 0 0 22 20 822 0 3 44 16 822 0 3 44 16 822 0 3 44 2 16 1168 5 0 1168 5
eye 11 17 GEEN_MATCH_MIS 023 9 9 0 154 0 1 16 22 5266 2 19 738 22 154 0 1 0 22 154 0 1 0 1 22 154 1 0 154 1
eye 11 17 EEN_MATCH_MATCH 013 10 1 0 270 0 0 0 18 500 0 2 18 20 500 0 2 18 20 500 0 2 18 2 20 908 4 0 908 4
eye 11 17 EEN_MATCH_MATCH 013 10 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 288 1 0 288 1
eye 11 17 EEN_MATCH_MATCH 013 10 3 0 578 0 2 20 22 578 0 1 0 22 578 0 1 0 22 578 0 1 0 2 22 922 3 0 922 3
eye 11 17 EEN_MATCH_MATCH 013 10 4 0 246 0 0 22 16 2806 0 11 306 44 1502 0 6 60 84 310 0 2 16 1 32 1442 6 0 1442 6
eye 11 17 EEN_MATCH_MATCH 013 10 5 0 192 0 0 44 16 1390 0 4 46 22 1390 0 4 46 22 1390 0 4 46 2 22 1870 6 0 1870 6
eye 11 17 EEN_MATCH_MATCH 013 10 6 0 336 0 0 22 14 856 0 3 30 30 856 0 3 30 16 856 0 3 30 2 30 1500 6 0 1500 6
eye 11 17 EEN_MATCH_MATCH 013 10 8 0 212 0 0 30 18 452 0 2 18 22 452 0 2 18 22 452 0 2 18 2 22 876 4 0 876 4
eye 11 17 EEN_MATCH_MATCH 013 10 9 0 316 0 0 22 16 2312 0 9 184 30 502 0 2 16 30 502 0 2 16 1 30 486 2 0 486 2
eye 11 17 EEN_MATCH_MATCH 029 11 1 0 102 0 0 0 52 814 0 4 86 20 814 0 4 86 20 814 0 4 86 2 20 2466 11 0 2466 11
eye 11 17 EEN_MATCH_MATCH 029 11 2 0 244 0 2 20 20 244 0 1 0 20 244 0 1 0 20 244 0 1 0 2 20 510 2 0 510 2
eye 11 17 EEN_MATCH_MATCH 029 11 3 0 226 0 0 20 22 604 0 3 40 18 604 0 3 40 18 604 0 3 40 2 18 1584 7 0 1584 7
eye 11 17 EEN_MATCH_MATCH 029 11 5 0 340 0 0 18 84 3368 2 11 416 22 1530 2 5 174 18 616 2 2 84 1 18 2080 9 2 1808 7
eye 11 17 EEN_MATCH_MATCH 029 11 6 0 232 0 2 22 16 232 0 1 0 16 232 0 1 0 16 232 0 1 0 2 16 394 2 0 394 2
eye 11 17 EEN_MATCH_MATCH 029 11 8 0 120 0 0 16 20 674 0 3 36 22 674 0 3 36 22 674 0 3 36 2 22 1800 9 0 1800 9
eye 11 17 EEN_MATCH_MATCH 029 11 9 0 218 0 0 22 16 5700 2 24 794 0 1510 0 7 80 26 818 0 4 58 1 26 1430 7 0 1430 7
eye 11 17 EEN_MATCH_MIS 027 12 1 0 254 0 0 16 10 598 0 2 10 16 598 0 2 10 16 598 0 2 10 2 16 588 2 0 588 2
eye 11 17 EEN_MATCH_MIS 027 12 2 0 222 0 2 16 18 222 0 1 0 18 222 0 1 0 18 222 0 1 0 2 18 444 2 0 444 2
eye 11 17 EEN_MATCH_MIS 027 12 3 0 160 0 0 18 18 806 0 3 34 20 806 0 3 34 20 806 0 3 34 2 20 1374 5 0 1374 5
eye 11 17 EEN_MATCH_MIS 027 12 5 0 226 0 0 20 52 872 0 3 74 20 872 0 3 74 20 872 0 3 74 2 20 1308 5 0 1308 5
eye 11 17 EEN_MATCH_MIS 027 12 6 0 186 0 2 20 18 186 0 1 0 18 186 0 1 0 18 186 0 1 0 2 18 522 2 0 522 2
eye 11 17 EEN_MATCH_MIS 027 12 8 0 172 0 0 18 22 2676 0 10 242 22 826 0 4 62 24 826 0 4 62 1 22 764 4 0 764 4
eye 11 17 EEN_MATCH_MIS 027 12 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 11 17 EEN_MIS_MIS 028 13 1 0 258 0 0 0 18 642 0 3 36 16 642 0 3 36 16 642 0 3 36 2 16 996 5 0 996 5
eye 11 17 EEN_MIS_MIS 028 13 2 0 234 0 2 16 22 234 0 1 0 22 234 0 1 0 22 234 0 1 0 2 22 1078 3 0 1078 3
eye 11 17 EEN_MIS_MIS 028 13 3 0 198 0 1 22 22 1702 0 6 94 12 804 0 4 40 22 198 0 1 0 1 22 894 5 0 894 5
eye 11 17 EEN_MIS_MIS 028 13 5 0 264 0 0 30 20 506 0 2 20 18 506 0 2 20 18 506 0 2 20 2 18 486 2 0 486 2
eye 11 17 EEN_MIS_MIS 028 13 6 0 202 0 0 18 16 396 0 2 16 16 396 0 2 16 16 396 0 2 16 2 16 728 3 0 728 3
eye 11 17 EEN_MIS_MIS 028 13 8 0 238 0 0 16 22 1066 0 4 96 26 644 0 3 22 36 390 0 2 22 1 36 622 3 0 622 3
eye 11 17 EEN_MIS_MIS 028 13 9 0 218 0 0 26 18 1138 0 5 132 72 504 0 2 18 72 504 0 2 18 1 72 486 2 0 486 2
eye 11 17 EEN_MATCH_MATCH 021 14 1 0 304 0 2 40 18 304 0 1 0 18 304 0 1 0 18 304 0 1 0 2 18 1048 4 0 1048 4
eye 11 17 EEN_MATCH_MATCH 021 14 2 0 196 0 0 18 18 502 0 2 18 20 502 0 2 18 20 502 0 2 18 2 20 1868 5 0 1868 5
eye 11 17 EEN_MATCH_MATCH 021 14 3 0 192 0 1 20 22 2170 0 7 132 32 806 0 4 12 22 192 0 1 0 1 22 1030 5 0 1030 5
